Customer_ID,Customer_Type,Region,Monthly_Quantity,Purchase_Frequency,Average_Order,Payment_Delay_Days,Credit_Limit,Relationship_Years,Previous_Month_Sales,Current_Month_Sales,Growth_Percentage,Complaint_Count,Customer_Category
C0311,Contractor,Madurai,696,6,116,10,725021,13,87131,101377,16.35,1,Regular
C0312,Dealer,Dindigul,172,3,56,9,190567,5,25000,24215,-3.14,2,Low Value
C0313,Dealer,Chennai,922,12,74,3,884197,6,53857,65377,21.39,1,High Value
C0314,Retailer,Tirunelveli,180,2,84,8,340958,3,25000,25105,0.42,2,Low Value
C0315,Retailer,Chennai,794,8,102,8,910155,5,70331,76640,8.97,1,Regular
C0316,Contractor,Salem,836,8,118,2,1026681,2,108351,121396,12.04,1,Regular
C0317,Contractor,Chennai,247,4,63,22,119365,3,25000,23885,-4.46,5,Low Value
C0318,Dealer,Tirunelveli,359,7,59,5,591850,8,25000,26852,7.41,3,Regular
C0319,Dealer,Madurai,245,2,111,2,607904,8,25464,25291,-0.68,2,Low Value
C0320,Dealer,Madurai,400,6,68,6,432803,6,25000,25295,1.18,1,Low Value
C0321,Contractor,Trichy,380,1,300,6,637418,4,116957,136313,16.55,1,Low Value
C0322,Contractor,Madurai,691,7,87,7,714771,2,58688,67708,15.37,3,Regular
C0323,Contractor,Dindigul,925,11,78,6,828561,10,56349,62914,11.65,4,High Value
C0324,Dealer,Trichy,970,10,107,8,982824,9,84594,102579,21.26,2,High Value
C0325,Retailer,Erode,330,2,173,9,505284,1,51679,52139,0.89,5,Low Value
C0326,Contractor,Coimbatore,401,3,136,8,351269,8,44951,48102,7.01,1,Regular
C0327,Contractor,Trichy,178,3,47,10,190259,4,25000,24630,-1.48,2,Low Value
C0328,Contractor,Tirunelveli,289,3,95,11,427875,7,25161,27481,9.22,2,Low Value
C0329,Contractor,Salem,765,5,155,11,785617,1,93363,104370,11.79,1,Regular
C0330,Dealer,Chennai,1094,9,123,13,1183055,3,126991,148059,16.59,3,Regular
C0331,Dealer,Chennai,228,1,213,5,309340,5,38188,40941,7.21,1,Low Value
C0332,Retailer,Salem,325,5,58,5,468805,13,25000,26628,6.51,2,Regular
C0333,Dealer,Trichy,444,1,300,15,412524,5,112666,116914,3.77,2,Low Value
C0334,Dealer,Erode,525,5,109,6,609058,9,62593,68808,9.93,3,Regular
C0335,Dealer,Erode,288,2,126,7,232515,6,40637,40873,0.58,0,Low Value
C0336,Dealer,Salem,568,9,62,7,820412,5,38051,40783,7.18,4,Regular
C0337,Retailer,Trichy,347,3,117,29,329837,7,35875,34020,-5.17,2,Low Value
C0338,Contractor,Salem,446,6,81,4,661562,5,31031,30932,-0.32,1,Low Value
C0339,Contractor,Madurai,608,7,92,4,647767,8,54239,55649,2.6,0,Regular
C0340,Dealer,Madurai,452,1,300,8,495440,2,140853,131782,-6.44,1,Low Value
C0341,Contractor,Trichy,354,6,53,7,388504,5,25000,24050,-3.8,1,Low Value
C0342,Contractor,Chennai,424,5,70,3,373481,14,25000,26640,6.56,1,Regular
C0343,Dealer,Dindigul,429,6,68,7,302279,10,25000,26625,6.5,3,Regular
C0344,Contractor,Salem,367,12,39,8,404311,6,25000,25230,0.92,0,Low Value
C0345,Dealer,Tirunelveli,390,1,300,5,379631,9,126698,112039,-11.57,1,Low Value
C0346,Contractor,Coimbatore,1084,16,73,7,1213826,12,86138,113745,32.05,3,High Value
C0347,Contractor,Coimbatore,613,7,91,4,801296,1,56976,65443,14.86,3,Regular
C0348,Dealer,Coimbatore,383,5,80,3,407059,4,34672,36922,6.49,4,Regular
C0349,Dealer,Erode,660,8,78,6,626165,3,49133,59937,21.99,2,Regular
C0350,Contractor,Madurai,375,4,93,3,268624,2,38904,37212,-4.35,0,Low Value
C0351,Contractor,Dindigul,858,9,109,2,969908,15,106346,139494,31.17,1,High Value
C0352,Retailer,Chennai,551,7,71,1,793333,7,42597,43347,1.76,2,Regular
C0353,Contractor,Coimbatore,424,2,225,9,611360,9,83370,88889,6.62,0,Regular
C0354,Dealer,Salem,576,8,69,6,745792,3,32927,32219,-2.15,5,Low Value
C0355,Dealer,Chennai,190,1,201,15,325125,4,37016,35917,-2.97,1,Low Value
C0356,Contractor,Dindigul,242,1,231,6,496415,5,52056,53488,2.75,1,Low Value
C0357,Dealer,Erode,233,2,121,9,336900,6,31043,30599,-1.43,1,Low Value
C0358,Contractor,Coimbatore,487,8,55,5,662486,8,25000,27930,11.72,2,Regular
C0359,Retailer,Trichy,1167,13,78,8,1184456,7,77654,94458,21.64,1,High Value
C0360,Contractor,Chennai,1535,19,83,1,1444305,4,133867,168231,25.67,2,High Value
C0361,Dealer,Erode,639,6,115,6,608088,12,57906,62162,7.35,4,Regular
C0362,Contractor,Trichy,593,8,67,4,673951,11,34896,40472,15.98,3,High Value
C0363,Contractor,Salem,167,3,44,14,260244,6,25000,23178,-7.29,3,Low Value
C0364,Contractor,Salem,334,8,41,9,686054,5,25000,26990,7.96,3,Low Value
C0365,Retailer,Tirunelveli,292,3,97,13,368953,4,25000,27028,8.11,1,Low Value
C0366,Dealer,Madurai,320,5,68,17,548461,6,25000,22118,-11.53,0,Low Value
C0367,Retailer,Salem,410,5,90,5,431291,10,34281,38957,13.64,2,Regular
C0368,Retailer,Erode,347,7,49,8,416549,5,25000,29110,16.44,2,Regular
C0369,Dealer,Trichy,152,1,167,3,56719,3,25000,24912,-0.35,2,Low Value
C0370,Dealer,Trichy,679,9,77,10,671071,5,44964,50913,13.23,5,Regular
C0371,Dealer,Erode,249,3,80,11,385888,6,25000,26728,6.91,3,Low Value
C0372,Dealer,Trichy,513,6,73,10,583957,2,28143,28810,2.37,2,Low Value
C0373,Dealer,Dindigul,1408,17,81,5,1588953,2,109813,138760,26.36,0,High Value
C0374,Contractor,Chennai,271,4,65,23,375100,3,25000,21932,-12.27,4,Low Value
C0375,Dealer,Trichy,112,1,120,8,139906,12,25000,25055,0.22,0,Low Value
C0376,Dealer,Dindigul,385,5,81,3,720046,10,30739,33506,9.0,0,Regular
C0377,Retailer,Coimbatore,824,13,54,12,920132,1,38279,43680,14.11,1,Regular
C0378,Dealer,Chennai,1321,18,75,15,1553410,2,81250,104658,28.81,2,Regular
C0379,Retailer,Coimbatore,229,4,63,3,269505,8,25000,23982,-4.07,0,Low Value
C0380,Dealer,Chennai,591,6,111,6,734502,4,74045,76807,3.73,2,Low Value
C0381,Dealer,Trichy,348,2,181,2,506162,6,49772,58104,16.74,4,Regular
C0382,Contractor,Coimbatore,425,7,67,17,545269,1,25000,24920,-0.32,3,Low Value
C0383,Contractor,Erode,1800,20,90,7,1562462,5,183709,249642,35.89,1,High Value
C0384,Retailer,Trichy,197,5,43,4,304640,4,25000,24648,-1.41,2,Low Value
C0385,Contractor,Salem,517,5,113,15,722105,9,66661,66788,0.19,4,Regular
C0386,Retailer,Coimbatore,582,6,86,8,704998,6,37632,44767,18.96,4,Regular
C0387,Dealer,Tirunelveli,818,6,134,14,895801,5,120515,129807,7.71,3,Regular
C0388,Dealer,Madurai,475,5,89,11,332079,1,36903,35069,-4.97,1,Low Value
C0389,Retailer,Erode,533,8,70,4,537595,14,41990,44875,6.87,2,Regular
C0390,Retailer,Chennai,363,3,131,5,468913,7,41693,37357,-10.4,1,Low Value
C0391,Retailer,Trichy,522,7,70,4,651946,3,36968,37474,1.37,3,Regular
C0392,Contractor,Madurai,373,4,74,3,585810,5,25000,24180,-3.28,3,Low Value
C0393,Dealer,Trichy,633,8,76,2,691666,4,40744,46216,13.43,1,Regular
C0394,Retailer,Chennai,367,2,191,26,459649,4,74266,69929,-5.84,1,Low Value
C0395,Dealer,Coimbatore,554,7,83,10,631865,10,44211,50502,14.23,1,Regular
C0396,Retailer,Dindigul,443,1,300,10,345117,2,149006,167676,12.53,1,Low Value
C0397,Retailer,Coimbatore,836,9,91,16,622905,8,70104,82702,17.97,1,High Value
C0398,Contractor,Trichy,437,2,208,5,522171,10,99797,104587,4.8,1,Regular
C0399,Retailer,Salem,170,4,47,2,288374,7,25000,25215,0.86,2,Low Value
C0400,Retailer,Salem,901,12,68,13,910669,4,69950,71636,2.41,1,Regular
C0401,Dealer,Trichy,273,4,86,3,160749,3,26622,26526,-0.36,2,Low Value
C0402,Retailer,Trichy,314,7,49,13,501469,3,25000,23415,-6.34,1,Low Value
C0403,Contractor,Madurai,324,2,157,2,342490,5,56177,60362,7.45,2,Low Value
C0404,Retailer,Tirunelveli,958,15,59,3,1136125,5,61555,82798,34.51,1,High Value
C0405,Dealer,Salem,139,3,46,5,452836,8,25000,25622,2.49,1,Low Value
C0406,Retailer,Chennai,1800,20,88,12,1588028,1,158355,187255,18.25,1,High Value
C0407,Dealer,Dindigul,804,12,76,21,818448,10,47604,51917,9.06,2,Regular
C0408,Dealer,Tirunelveli,509,4,129,10,530525,20,71221,79319,11.37,2,Regular
C0409,Retailer,Chennai,437,3,140,5,657029,5,50156,52749,5.17,2,Regular
C0410,Dealer,Dindigul,527,5,121,14,386582,4,49632,49374,-0.52,2,Low Value
C0411,Dealer,Trichy,599,6,100,2,888453,4,54514,60004,10.07,1,Regular
C0412,Retailer,Madurai,642,5,135,4,697003,5,85003,85513,0.6,1,Regular
C0413,Retailer,Trichy,611,10,56,8,702830,4,37363,37707,0.92,2,Regular
C0414,Contractor,Madurai,473,5,98,13,513283,1,52830,56549,7.04,2,Regular
C0415,Contractor,Chennai,404,5,83,7,426048,4,31044,29805,-3.99,3,Low Value
C0416,Contractor,Erode,414,4,88,6,600674,5,28205,30360,7.64,2,Low Value
C0417,Dealer,Madurai,404,1,300,6,302178,10,127217,121887,-4.19,1,Low Value
C0418,Dealer,Madurai,840,10,94,16,950450,2,77070,94673,22.84,2,High Value
C0419,Contractor,Chennai,624,4,153,4,607298,13,88708,94279,6.28,2,Regular
C0420,Retailer,Erode,89,1,80,3,71194,4,25000,23818,-4.73,1,Low Value
C0421,Retailer,Coimbatore,645,5,132,6,993567,3,80965,89563,10.62,2,Low Value
C0422,Retailer,Chennai,501,10,51,17,671136,7,25000,25142,0.57,3,Regular
C0423,Dealer,Madurai,445,7,66,5,610842,3,30921,32479,5.04,1,Regular
C0424,Contractor,Madurai,363,4,92,6,568083,5,32313,34497,6.76,0,Low Value
C0425,Dealer,Erode,835,12,74,2,758188,5,68015,82074,20.67,1,High Value
C0426,Contractor,Erode,758,7,120,7,1013575,7,87996,103457,17.57,5,Regular
C0427,Contractor,Madurai,294,5,63,9,83825,5,25000,24865,-0.54,4,Low Value
C0428,Retailer,Erode,563,7,72,3,545298,4,44202,47004,6.34,3,Regular
C0429,Dealer,Salem,264,4,77,16,292316,4,25000,28707,14.83,2,Low Value
C0430,Dealer,Dindigul,211,5,55,9,384157,7,25000,26543,6.17,2,Low Value
C0431,Dealer,Chennai,319,5,89,5,432396,3,28374,26896,-5.21,2,Low Value
C0432,Retailer,Chennai,723,9,71,9,777532,11,45845,51805,13.0,2,Regular
C0433,Contractor,Chennai,760,6,129,11,791560,5,106644,115506,8.31,0,Regular
C0434,Dealer,Salem,597,5,103,1,525087,1,57268,60985,6.49,0,Regular
C0435,Dealer,Madurai,671,8,88,9,561682,6,61444,61923,0.78,2,Low Value
C0436,Contractor,Madurai,598,7,81,17,754481,6,38180,39497,3.45,1,Low Value
C0437,Dealer,Coimbatore,316,1,300,4,438845,11,86117,100610,16.83,3,Regular
C0438,Retailer,Salem,571,12,41,5,894489,3,26766,29681,10.89,1,High Value
C0439,Contractor,Trichy,699,11,50,6,706348,2,37515,34409,-8.28,0,Regular
C0440,Dealer,Salem,681,9,72,13,844988,7,39911,46999,17.76,1,Regular
C0441,Dealer,Erode,865,10,71,3,896205,10,52885,65477,23.81,2,High Value
C0442,Retailer,Madurai,664,7,101,11,866257,3,59146,62287,5.31,3,Regular
C0443,Dealer,Salem,546,5,93,6,721736,6,51293,57535,12.17,2,Regular
C0444,Dealer,Coimbatore,811,10,81,22,909695,5,69159,71787,3.8,2,Regular
C0445,Retailer,Dindigul,443,6,57,6,482806,3,26509,26647,0.52,3,Low Value
C0446,Retailer,Trichy,277,1,274,1,437762,4,72403,80997,11.87,2,Low Value
C0447,Retailer,Salem,411,6,82,12,573979,9,36207,37011,2.22,1,Regular
C0448,Retailer,Dindigul,299,3,103,10,283017,5,28482,24925,-12.49,3,Low Value
C0449,Dealer,Erode,310,1,300,9,191164,4,74358,74529,0.23,0,Low Value
C0450,Dealer,Salem,416,3,138,17,429976,7,56017,57182,2.08,1,Low Value
C0451,Retailer,Chennai,291,3,97,2,540200,10,31922,35753,12.0,2,Regular
C0452,Contractor,Salem,380,8,51,4,631578,2,25000,25630,2.52,3,Low Value
C0453,Contractor,Dindigul,159,3,42,8,112671,6,25000,23810,-4.76,1,Low Value
C0454,Retailer,Chennai,506,3,173,9,400969,4,88302,99198,12.34,4,Low Value
C0455,Dealer,Madurai,450,6,53,7,682462,5,26765,28194,5.34,0,Regular
C0456,Contractor,Erode,287,1,282,2,194674,7,74567,72494,-2.78,0,Low Value
C0457,Dealer,Salem,647,10,61,5,806065,4,34832,40740,16.96,3,High Value
C0458,Contractor,Salem,754,8,99,21,737971,5,85163,93747,10.08,3,Regular
C0459,Dealer,Trichy,186,2,93,3,451145,9,25000,25190,0.76,1,Low Value
C0460,Dealer,Salem,296,6,38,7,306149,6,25000,25665,2.66,2,Low Value
C0461,Dealer,Coimbatore,295,1,287,11,474953,4,79205,73249,-7.52,4,Low Value
C0462,Contractor,Salem,268,1,270,13,336983,5,66284,63414,-4.33,2,Low Value
C0463,Contractor,Madurai,710,7,101,12,792763,5,58059,63511,9.39,2,Regular
C0464,Contractor,Salem,404,7,53,5,265963,1,25000,25268,1.07,1,Regular
C0465,Retailer,Erode,389,2,191,4,165300,5,67740,76262,12.58,4,Low Value
C0466,Dealer,Madurai,149,1,155,22,187182,2,25408,24282,-4.43,6,Low Value
C0467,Dealer,Erode,638,7,87,14,730929,10,45834,52773,15.14,1,Regular
C0468,Retailer,Coimbatore,228,4,56,8,181776,2,25000,24598,-1.61,2,Low Value
C0469,Dealer,Dindigul,465,8,75,18,435607,4,26491,29111,9.89,0,Regular
C0470,Retailer,Tirunelveli,524,5,93,2,647777,3,51446,56138,9.12,2,Regular
C0471,Dealer,Chennai,951,10,80,1,1070893,12,74738,89125,19.25,1,High Value
C0472,Retailer,Tirunelveli,219,5,50,8,304621,9,25000,25120,0.48,2,Low Value
C0473,Dealer,Dindigul,85,1,80,9,252874,1,25000,21985,-12.06,6,Low Value
C0474,Retailer,Coimbatore,498,5,97,2,417396,5,40307,44342,10.01,4,Regular
C0475,Contractor,Coimbatore,1211,15,74,13,1241638,2,69875,83144,18.99,4,High Value
C0476,Retailer,Salem,890,11,79,1,1161245,5,60858,68058,11.83,1,High Value
C0477,Dealer,Tirunelveli,505,5,114,10,572449,7,57626,65475,13.62,3,Regular
C0478,Contractor,Tirunelveli,343,4,92,11,429708,6,30814,28654,-7.01,1,Low Value
C0479,Retailer,Tirunelveli,701,3,241,8,983564,8,168073,181485,7.98,1,Regular
C0480,Contractor,Coimbatore,263,2,120,2,154629,4,30604,33077,8.08,3,Low Value
C0481,Contractor,Tirunelveli,585,8,64,16,763822,6,32169,34881,8.43,3,Regular
C0482,Contractor,Madurai,594,5,96,5,839578,7,48345,52411,8.41,1,Regular
C0483,Contractor,Chennai,806,10,74,5,841117,3,48003,54637,13.82,0,High Value
C0484,Contractor,Madurai,1800,20,98,4,1948156,3,192210,260618,35.59,1,High Value
C0485,Contractor,Coimbatore,558,6,97,12,503458,3,53942,51067,-5.33,3,Low Value
C0486,Retailer,Coimbatore,340,4,83,5,329592,4,25000,24902,-0.39,2,Low Value
C0487,Dealer,Coimbatore,444,3,148,3,534596,5,53942,62783,16.39,1,Regular
C0488,Dealer,Salem,170,2,79,14,339328,6,25000,23185,-7.26,2,Low Value
C0489,Retailer,Coimbatore,307,5,63,7,530462,3,25000,24595,-1.62,5,Low Value
C0490,Retailer,Coimbatore,359,5,78,15,628505,7,28387,27802,-2.06,2,Low Value
C0491,Contractor,Trichy,337,3,99,8,389356,13,30452,31667,3.99,2,Low Value
C0492,Contractor,Coimbatore,489,6,84,4,705883,3,35111,35501,1.11,0,Regular
C0493,Dealer,Trichy,286,5,65,1,337023,18,25000,27470,9.88,3,Regular
C0494,Dealer,Madurai,834,6,136,8,964151,15,121238,142721,17.72,1,High Value
C0495,Contractor,Chennai,450,8,62,6,578399,5,25000,27520,10.08,0,Regular
C0496,Dealer,Salem,448,5,112,12,569281,4,54643,52370,-4.16,3,Low Value
C0497,Contractor,Salem,376,5,74,5,505421,3,29315,29350,0.12,3,Low Value
C0498,Dealer,Chennai,490,8,64,10,394935,8,27247,28421,4.31,2,Regular
C0499,Retailer,Coimbatore,708,6,112,8,613905,5,73002,82660,13.23,0,Regular
C0500,Retailer,Dindigul,279,2,141,4,348455,5,32430,31029,-4.32,0,Low Value
C0501,Contractor,Chennai,313,3,108,5,174577,3,26855,28874,7.52,1,Low Value
C0502,Contractor,Chennai,381,3,129,2,534595,8,51071,57817,13.21,2,Regular
C0503,Dealer,Madurai,215,6,28,23,434337,4,25000,22280,-10.88,2,Low Value
C0504,Retailer,Coimbatore,287,2,145,10,382210,2,44862,42996,-4.16,2,Low Value
C0505,Contractor,Coimbatore,346,3,127,2,270564,5,50456,50133,-0.64,4,Low Value
C0506,Dealer,Coimbatore,728,9,84,22,967417,3,47738,60002,25.69,2,Regular
C0507,Retailer,Chennai,520,4,138,3,809465,11,67398,71348,5.86,3,Regular
C0508,Retailer,Chennai,501,5,98,5,578499,14,52575,63553,20.88,1,High Value
C0509,Retailer,Chennai,719,9,86,6,855414,5,65889,67062,1.78,1,Regular
C0510,Contractor,Tirunelveli,417,4,106,8,501659,9,46589,45681,-1.95,4,Low Value
C0511,Contractor,Tirunelveli,558,6,85,12,684944,9,42194,43283,2.58,3,Regular
C0512,Contractor,Salem,425,4,109,1,469903,1,43154,42157,-2.31,1,Low Value
C0513,Retailer,Erode,521,3,166,8,549702,3,85447,88275,3.31,3,Low Value
C0514,Retailer,Madurai,327,4,77,6,509636,5,28693,27826,-3.02,2,Low Value
C0515,Dealer,Trichy,118,5,25,9,516775,4,25000,22668,-9.33,2,Low Value
C0516,Dealer,Madurai,418,5,86,6,322291,3,40235,44810,11.37,3,Regular
C0517,Dealer,Salem,984,12,72,5,1042943,9,60769,76982,26.68,0,High Value
C0518,Retailer,Dindigul,749,10,83,7,689995,3,71220,83384,17.08,2,High Value
C0519,Retailer,Trichy,765,6,132,21,988293,6,102808,116163,12.99,2,Regular
C0520,Dealer,Erode,888,14,58,5,927271,9,48177,56189,16.63,4,High Value
C0521,Contractor,Madurai,472,6,66,16,375016,11,31007,31621,1.98,4,Regular
C0522,Dealer,Erode,502,9,55,8,686282,2,25000,24435,-2.26,2,Low Value
C0523,Retailer,Coimbatore,320,2,156,8,580317,2,42915,44164,2.91,1,Low Value
C0524,Retailer,Madurai,378,8,48,9,571932,6,25000,23665,-5.34,1,Low Value
C0525,Retailer,Chennai,631,9,67,11,743926,1,33636,33444,-0.57,2,Low Value
C0526,Contractor,Trichy,873,11,63,6,998147,2,48898,59211,21.09,2,High Value
C0527,Contractor,Trichy,417,5,80,15,659231,10,35200,41314,17.37,2,Regular
C0528,Dealer,Coimbatore,351,4,85,11,316446,7,29632,31120,5.02,2,Low Value
C0529,Dealer,Tirunelveli,450,8,61,3,540078,4,25000,28153,12.61,2,Regular
C0530,Retailer,Chennai,626,8,73,1,648777,6,49852,53895,8.11,2,Regular
C0531,Retailer,Coimbatore,203,1,216,21,119406,7,43434,38144,-12.18,2,Low Value
C0532,Retailer,Salem,127,1,112,9,155545,2,25000,25048,0.19,2,Low Value
C0533,Retailer,Salem,332,4,93,2,538127,3,31434,33336,6.05,5,Low Value
C0534,Contractor,Trichy,230,3,75,5,374492,11,25000,25640,2.56,0,Low Value
C0535,Retailer,Coimbatore,340,4,92,14,489317,6,29388,29223,-0.56,2,Low Value
C0536,Retailer,Madurai,415,7,60,7,529327,6,25134,27848,10.8,1,Regular
C0537,Retailer,Trichy,351,1,300,7,448149,5,80166,76470,-4.61,3,Low Value
C0538,Dealer,Salem,1000,12,80,12,972929,1,60477,65920,9.0,2,Regular
C0539,Contractor,Trichy,539,3,171,9,532009,3,73898,72679,-1.65,4,Low Value
C0540,Dealer,Chennai,531,8,78,11,645391,6,35233,37527,6.51,2,Regular
C0541,Retailer,Salem,634,7,90,12,731202,3,52599,52262,-0.64,1,Low Value
C0542,Contractor,Madurai,241,4,62,4,366273,2,25000,23638,-5.45,1,Low Value
C0543,Dealer,Chennai,797,8,110,5,831850,2,70593,75231,6.57,2,Regular
C0544,Contractor,Trichy,432,8,46,4,492909,11,25000,26227,4.91,0,Regular
C0545,Contractor,Erode,651,10,70,5,1127283,3,45044,44238,-1.79,5,Regular
C0546,Dealer,Chennai,250,4,58,7,444314,10,25000,25602,2.41,3,Low Value
C0547,Dealer,Tirunelveli,191,2,94,7,310928,6,25000,26955,7.82,1,Low Value
C0548,Contractor,Chennai,706,9,79,18,755115,4,43563,47397,8.8,4,Regular
C0549,Contractor,Madurai,554,5,99,9,551754,3,49728,57948,16.53,0,Regular
C0550,Retailer,Salem,274,5,49,7,352204,7,25000,27655,10.62,2,Low Value
C0551,Contractor,Erode,279,7,51,3,431289,9,25000,27062,8.25,0,Regular
C0552,Retailer,Chennai,836,12,77,6,703948,8,64454,74006,14.82,4,High Value
C0553,Contractor,Tirunelveli,234,1,233,22,97573,2,52826,50766,-3.9,4,Low Value
C0554,Contractor,Dindigul,1111,14,81,22,1110924,3,75815,91835,21.13,2,Regular
C0555,Retailer,Trichy,274,1,272,6,344757,4,66146,64605,-2.33,2,Low Value
C0556,Contractor,Trichy,639,9,82,2,697437,1,52168,49565,-4.99,3,Low Value
C0557,Dealer,Salem,376,5,74,5,631975,6,30449,32580,7.0,1,Regular
C0558,Dealer,Coimbatore,627,4,159,18,478062,7,104806,103999,-0.77,4,Low Value
C0559,Retailer,Dindigul,334,2,176,7,292739,7,57100,54747,-4.12,0,Low Value
C0560,Contractor,Erode,411,4,97,12,654761,6,35678,36773,3.07,3,Low Value
C0561,Contractor,Coimbatore,460,5,104,7,541734,4,42866,44452,3.7,0,Low Value
C0562,Dealer,Trichy,259,1,247,2,413331,3,70483,63829,-9.44,5,Low Value
C0563,Dealer,Tirunelveli,676,9,88,8,1003750,4,45550,50169,10.14,1,Regular
C0564,Dealer,Trichy,339,4,82,13,327893,6,31834,34400,8.06,2,Low Value
C0565,Dealer,Dindigul,397,4,97,5,448532,10,39116,38146,-2.48,1,Low Value
C0566,Contractor,Coimbatore,260,2,115,13,287309,5,30571,33047,8.1,1,Low Value
C0567,Dealer,Salem,110,3,33,8,50000,5,25000,21458,-14.17,4,Low Value
C0568,Contractor,Madurai,405,8,42,13,478002,1,25000,28958,15.83,1,Regular
C0569,Retailer,Salem,1696,19,84,10,1850327,6,134473,173618,29.11,5,High Value
C0570,Dealer,Chennai,693,7,98,3,812921,11,53809,61197,13.73,1,Regular
C0571,Contractor,Chennai,445,6,82,6,599540,4,31424,28583,-9.04,0,Low Value
C0572,Retailer,Trichy,389,4,99,6,408589,4,42598,43676,2.53,1,Low Value
C0573,Dealer,Tirunelveli,456,5,94,5,443868,4,41578,44168,6.23,1,Regular
C0574,Contractor,Dindigul,608,9,59,9,852111,7,32836,35378,7.74,0,Regular
C0575,Retailer,Trichy,235,1,228,25,227072,1,41743,38040,-8.87,4,Low Value
C0576,Retailer,Madurai,831,12,84,15,960640,10,72292,77092,6.64,1,High Value
C0577,Dealer,Madurai,667,8,77,17,757550,4,52958,60944,15.08,3,Regular
C0578,Retailer,Salem,668,7,109,4,902206,6,72493,80061,10.44,3,Regular
C0579,Contractor,Chennai,573,7,80,17,762619,8,43736,51285,17.26,3,Regular
C0580,Dealer,Chennai,455,5,91,20,366319,2,38238,37294,-2.47,3,Low Value
C0581,Contractor,Trichy,652,4,172,4,534694,5,110721,117896,6.48,2,Regular
C0582,Retailer,Coimbatore,623,10,72,10,794019,4,37830,42805,13.15,4,Regular
C0583,Contractor,Chennai,370,4,92,10,429779,2,38346,34419,-10.24,4,Low Value
C0584,Dealer,Chennai,328,5,62,6,359179,9,25000,23715,-5.14,3,Low Value
C0585,Contractor,Erode,476,8,59,9,697475,4,25000,28010,12.04,3,Regular
C0586,Dealer,Madurai,1055,10,108,11,1114245,2,105950,114384,7.96,1,Regular
C0587,Dealer,Salem,228,4,64,7,323095,5,25000,21705,-13.18,1,Low Value
C0588,Dealer,Coimbatore,201,2,101,15,363429,1,25000,27300,9.2,5,Low Value
C0589,Dealer,Coimbatore,493,7,75,3,533037,3,32062,30687,-4.29,3,Regular
C0590,Dealer,Salem,463,1,300,6,668772,6,141928,151295,6.6,1,Low Value
C0591,Dealer,Salem,495,6,86,12,473184,1,37300,38669,3.67,0,Low Value
C0592,Contractor,Erode,515,5,105,23,651581,7,57698,48512,-15.92,2,Low Value
C0593,Dealer,Madurai,398,6,54,15,657360,5,25000,25005,0.02,2,Low Value
C0594,Dealer,Madurai,1021,13,57,8,933575,8,61402,74413,21.19,2,High Value
C0595,Retailer,Salem,187,1,190,7,204750,8,27619,28221,2.18,1,Low Value
C0596,Contractor,Chennai,285,2,142,6,478315,3,30556,32582,6.63,2,Low Value
C0597,Contractor,Trichy,425,5,81,6,635119,3,38187,38454,0.7,2,Low Value
C0598,Dealer,Madurai,182,1,184,1,221121,6,32903,34532,4.95,1,Low Value
C0599,Dealer,Madurai,409,6,68,22,406489,2,25000,23750,-5.0,4,Low Value
C0600,Dealer,Dindigul,1122,12,103,7,1287412,2,97427,105708,8.5,2,Regular
C0601,Dealer,Trichy,455,1,300,4,615776,3,136057,129744,-4.64,3,Low Value
C0602,Dealer,Coimbatore,511,5,96,10,429590,2,46780,43983,-5.98,0,Low Value
C0603,Dealer,Trichy,225,1,233,4,133780,2,60113,63750,6.05,4,Low Value
C0604,Dealer,Coimbatore,321,1,300,14,386881,2,110098,97668,-11.29,2,Low Value
C0605,Dealer,Madurai,366,2,187,4,485623,4,68716,71966,4.73,2,Low Value
C0606,Contractor,Chennai,378,5,72,13,420412,4,25233,25132,-0.4,3,Low Value
C0607,Dealer,Madurai,911,13,65,6,1086865,9,56044,64787,15.6,2,High Value
C0608,Dealer,Tirunelveli,612,8,77,9,605984,4,48207,56368,16.93,0,Regular
C0609,Contractor,Trichy,244,2,122,13,52637,4,25000,23852,-4.59,1,Low Value
C0610,Contractor,Chennai,515,7,77,5,545882,13,34950,39626,13.38,1,Regular
C0611,Dealer,Dindigul,592,6,97,13,657788,1,44797,47229,5.43,1,Regular
C0612,Retailer,Salem,842,9,79,1,865599,5,51840,58693,13.22,2,Regular
C0613,Contractor,Chennai,1073,10,104,19,968018,4,92436,121942,31.92,3,High Value
C0614,Dealer,Coimbatore,257,1,263,15,87572,6,63813,56806,-10.98,1,Low Value
C0615,Retailer,Coimbatore,288,3,94,7,294109,3,28802,31455,9.21,3,Low Value
C0616,Retailer,Salem,225,3,73,16,409969,4,25000,25527,2.11,0,Low Value
C0617,Dealer,Erode,396,4,107,15,610344,10,37465,37555,0.24,1,Low Value
C0618,Dealer,Salem,582,6,91,8,784226,6,41466,49345,19.0,1,Regular
C0619,Retailer,Chennai,775,7,98,8,719841,4,73680,72391,-1.75,2,Regular
C0620,Contractor,Tirunelveli,432,6,71,4,375755,3,26332,26406,0.28,1,Regular
C0621,Dealer,Chennai,377,2,185,8,479046,2,69464,64727,-6.82,3,Low Value
C0622,Dealer,Madurai,489,7,62,2,650862,3,34589,37508,8.44,1,Regular
C0623,Dealer,Chennai,284,1,283,13,376420,4,63858,58481,-8.42,3,Low Value
